Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature
AQ,Know Your Worth,56,0.667,0.249,4,-16.038,0,0.456,0.0166,,0.238,0.26,113.845,122881,3
Crowded House,Weather With You,48,0.643,0.614,9,-12.878,1,0.0279,0.25,,0.214,0.891,93.982,224467,4
Daniela Spector,בהתחלה,58,0.559,0.297,7,-9.793,1,0.0268,0.468,,0.112,0.142,107.989,258910,4
Tuna,דברים הולכים להשתנות,54,0.717,0.65,7,-6.824,1,0.0795,0.232,,0.271,0.705,91.961,325347,4
Giraffes? Giraffes!,"When the Catholic Girls Go Camping, the Nicotine Vampires Rule Supreme.",34,0.319,0.75,11,-4.86,0,0.0374,1.81E-05,,0.0863,0.38,138.112,232987,3
Martin Brugger,E 79th,36,0.437,0.418,7,-14.682,1,0.0278,0.13,,0.132,0.0791,129.701,210939,3
The Groans,Colors,41,0.529,0.835,8,-6.128,1,0.0358,0.00225,,0.151,0.694,134.791,249339,4
George Cables,My One and Only Love,88,0.427,0.101,9,-23.413,1,0.0343,0.982,,0.141,0.111,107.357,7.05,4
Sam Valdez,Palms Casino,60,0.609,0.657,4,-8.381,0,0.0305,0.362,,0.157,0.53,127.986,193347,4
"Shruti Iyer, Chintan Trivedi",Thillana,55,0.838,0.763,7,-8.938,1,0.0447,0.672,,0.0803,0.961,139.963,2.54285,4
Rasika Shekar,Lalitha,14,0.38,0.162,4,-15.351,0,0.0341,0.989,,0.134,0.111,85.067,229411,4
Jim-E Stack,Note To Self (feat. Empress Of),25,0.739,0.846,7,-5.647,1,0.0486,0.277,,0.14,0.353,100.007,137093,4
Ulver,Bergtatt-Ind I Fjeldkamrene,32,0.184,0.859,6,-7.658,0,0.12,0.00131,,0.13,0.0673,147.961,486480,4
The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,45,0.311,0.325,10,-9.042,1,0.0283,0.0469,,0.139,0.668,65.09,208467,1
Mazzy Star,Fade Into You,40,0.42,0.33,2,-13.925,1,0.0275,0.245,,0.0677,0.175,157.143,295600,3
King Gizzard & The Lizard Wizard,Intrasport,45,0.655,0.9,11,-6.267,1,0.0423,0.0447,,0.269,0.885,109.984,252631,4
Rival Sons,Shooting Stars - in the Woods,56,0.634,0.491,6,-3.967,1,0.0252,0.659,,0.369,0.245,91.932,263089,4
Michael Schenker Group,Sail the Darkness,51,0.544,0.924,11,-5.077,0,0.0353,0.0251,,0.431,0.74,97.987,217578,4
Bobby Freemont,Midnight Marauders,35,0.661,0.642,2,-10.21,0,0.0759,0.438,,0.204,0.237,67.455,192000,4
Sløtface,Luminous,67,0.426,0.538,7,-8.154,1,0.0367,0.00751,,0.0729,0.507,171.693,228507,4
Rob Thomas,Lonely No More,79,0.551,0.896,7,-3.152,0,0.109,0.033,,0.0899,0.858,171.79,226640,4
ZZ Top,Sharp Dressed Man,41,0.601,0.859,10,-5.263,1,0.0276,0.000359,,0.0871,0.446,125.145,258027,4
MISSIO,Wolves,31,0.739,0.647,9,-8.643,0,0.069,0.0852,,0.237,0.19,119.991,223672,4
Bahamas,No Wrong,25,0.816,0.241,1,-8.839,1,0.0841,0.764,,0.113,0.286,118.961,229080,4
The Killers,My Own Soul’s Warning,57,0.355,0.963,2,-3.482,1,0.132,0.00133,,0.0859,0.0923,152.05,274453,4
Bauhaus,She's In Parties,41,0.349,0.762,10,-13.643,0,0.121,0.000519,,0.111,0.383,132.067,231067,4
Gilad Kahana,בועה,28,0.689,0.55,9,-6.298,1,0.0281,0.202,,0.126,0.581,112.625,228696,4
RGB,Losing Patience,49,0.719,0.495,1,-10.087,1,0.0387,0.0643,,0.493,0.302,121.994,227810,4
Jazz,לא רוצים,48,0.695,0.503,4,-10.262,1,0.234,0.248,,0.105,0.598,80.826,138394,4
My Chemical Romance,Teenagers,64,0.463,0.857,7,-3.063,1,0.0632,0.0506,,0.184,0.856,111.647,161920,4
My Morning Jacket,Highly Suspicious,22,0.776,0.573,7,-6.856,0,0.0577,0.0108,,0.0484,0.888,119.378,184893,4
Ehud Banai,עיר מקלט,77,0.577,0.881,2,-7.627,0,0.0288,6.05E-05,,0.172,0.963,149.103,304533,4
Niladri Kumar,Mask,68,0.511,0.89,1,-8.58,0,0.0399,0.0534,,0.412,0.25,99.013,4.958333333,4
Unnikrishnan,Madhava Mamava,39,0.298,0.58,4,-9.504,1,0.0522,0.704,,0.0997,0.37,143.974,6.241783333,4
The Grogans,Dead Weight,61,0.434,0.926,9,-7.418,1,0.0556,0.000451,,0.0895,0.545,156.977,223163,4
Guy Zu-Aretz,היי,37,0.531,0.333,11,-9.37,1,0.0339,0.892,,0.11,0.328,75.844,206000,4
Izabo,Cook me,28,0.63,0.951,6,-3.771,0,0.0734,0.211,,0.181,0.867,144.17,220973,4
Luscious Jackson,Naked Eye,14,0.737,0.657,1,-10.962,0,0.0284,0.0863,,0.0953,0.76,131.022,280693,4
Boy 8-Bit,Suspense Is Killing Me,44,0.962,0.253,8,-11.178,0,0.335,0.00578,,0.0751,0.137,127.003,293883,4
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",61,0.601,0.532,9,-9.119,1,0.0286,0.432,,0.0925,0.341,136.571,4.69355,4
Weakened Friends,Peel,48,0.546,0.853,1,-5.361,0,0.064,0.000198,,0.069,0.771,128.056,147293,4
Mukesh,Diwano Se Mat Poochho,48,0.38,0.555,10,-10.566,1,0.0739,0.828,,0.135,0.541,81.497,3.62845,4
Genesis,Abacab - 2007 Digital Remaster,37,0.699,0.677,1,-9.233,1,0.0319,0.016,,0.0547,0.177,130.784,416307,4
Carakukly,הכל אותו דבר,41,0.583,0.338,5,-9.577,0,0.0352,0.795,,0.347,0.239,124.623,240960,4
Franc Moody,Losing Touch,37,0.918,0.638,6,-6.796,0,0.135,0.0461,,0.1,0.751,124.017,235263,4
Five,Slam Dunk (Da Funk),31,0.721,0.923,1,-3.986,1,0.0444,0.023,,0.206,0.861,100.044,216000,4
Rob Zombie,Dead City Radio And The New Gods Of Supertown,64,0.514,0.955,11,-3.865,1,0.0857,0.000434,,0.461,0.463,138.024,208013,4
Mystic Prophecy,Dracula,16,0.474,0.925,9,-4.483,1,0.0653,3.84E-06,,0.139,0.528,94.975,201960,4
Bastille,Bad Blood,46,0.663,0.777,7,-5.496,0,0.0375,0.0157,,0.0755,0.94,143.003,212613,4
Backstreet Boys,More Than That,33,0.58,0.729,11,-6.705,0,0.0287,0.0102,,0.0805,0.483,80.061,3.748883333,4
Richie Kotzen,The Damned,39,0.479,0.939,6,-3.826,0,0.059,0.0417,,0.323,0.547,93.047,279086,4
Ghostemane,Hydrochloride,5,0.582,0.692,9,-5.542,0,0.0564,0.000144,,0.334,0.282,95.015,147182,4
Queen,Bohemian Rhapsody - Remastered 2011,60,0.414,0.404,9,-9.928,0,0.0499,0.271,,0.3,0.224,71.105,354320,4
Me & You,Field Guide,67,0.63,0.437,2,-9.804,1,0.0428,0.673,,0.111,0.755,121.476,2.288466667,4
The Hunna,Bad Place,21,0.648,0.564,7,-3.972,1,0.0322,0.216,,0.0854,0.357,132.932,139729,4
Pond,Waiting Around For Grace,56,0.298,0.879,5,-5.084,0,0.0721,0.000284,,0.174,0.382,122.315,309524,4
Arrested Youth,98 Degrees,42,0.679,0.804,7,-3.886,1,0.0439,0.0857,,0.19,0.64,80.981,167127,4
Bleachers,Stop Making This Hurt,25,0.691,0.864,1,-7.206,1,0.0417,0.0766,,0.0853,0.756,109.201,199627,4
LITE,Echolocation,78,0.558,0.842,3,-4.642,1,0.0309,0.0889,,0.0939,0.722,130.015,234813,4
Rocío Jurado,Un Clavel,53,0.603,0.682,5,-1.268,0,0.0312,0.648,,0.533,0.65,115.468,220120,3
TANUKI,Ganbare,40,0.632,0.843,5,-5.605,1,0.224,0.00046,,0.183,0.699,134.907,183536,4
Trippie Redd,Miss The Rage (feat. Playboi Carti),32,0.584,0.859,1,-5.616,1,0.121,0.0144,,0.847,0.369,77.005,236883,4
James Blake,Are You Even Real?,55,0.289,0.619,9,-5.97,1,0.125,0.877,,0.397,0.197,72.139,231807,3
Screaming Trees,Nearly Lost You,46,0.166,0.971,6,-5.231,1,0.119,3.84E-05,,0.21,0.434,202.234,247093,4
Rob Frye,Innercosmos,35,0.243,0.57,2,-20.326,1,0.667,0.753,,0.0942,0.0396,75.512,214653,4
Swearin',Grow into a Ghost,64,0.326,0.897,2,-6.622,0,0.0793,0.0093,,0.115,0.401,164.741,191493,4
VTSS,To Whom All Lovers,39,0.705,0.804,5,-10.024,1,0.0815,0.181,,0.0951,0.319,115.008,378192,4
Skids,Into The Valley,42,0.332,0.707,5,-12.698,1,0.0361,1.20E-05,,0.11,0.652,144.815,199467,4
Shlomi Shabat,מה אתה עובר,49,0.681,0.341,5,-9.803,1,0.0369,0.844,,0.0982,0.222,123.867,202991,4
Britney Spears,Shattered Glass,62,0.831,0.489,8,-6.475,0,0.0533,0.0483,,0.074,0.376,120.054,2.873333333,4
Greta Van Fleet,Anthem,29,0.609,0.536,2,-8.076,1,0.0375,0.372,,0.108,0.469,154.067,281307,4
Adria Kain,Alone In Kenzo,73,0.76,0.387,4,-7.389,0,0.0277,0.406,,0.111,0.158,107.998,198512,4
Twist,Going Home,41,0.614,0.389,2,-7.638,1,0.0273,0.0452,,0.1,0.389,103.995,281859,4
SpotemGottem,Beat Box (feat. Young M.A) - Freestyle,31,0.797,0.446,11,-6.078,1,0.394,0.0306,,0.0915,0.234,160.095,209932,4
Kardinal Offishall,Dangerous,56,0.949,0.79,4,-5.957,1,0.0756,0.00437,,0.0816,0.807,117.002,246053,4
INXS,Guns In The Sky,39,0.651,0.847,6,-5.037,1,0.0683,0.0418,,0.0795,0.655,100.953,141667,4
Volga,Sister,43,0.555,0.662,9,-8.373,1,0.0379,0.102,,0.101,0.271,84.875,137520,4
Peled,סטנגה,74,0.814,0.589,7,-8.126,1,0.246,0.168,,0.319,0.745,123.093,165893,4
benny blanco,You (with Marshmello & Vance Joy) - Acoustic,46,0.579,0.299,2,-8.104,1,0.0661,0.855,,0.133,0.315,133.037,151674,5
Rising Insane,Meant to Live,41,0.453,0.978,9,-5.468,0,0.0752,2.69E-05,,0.0698,0.308,141.979,233239,4
KAHLLA,Anything at All,71,0.653,0.722,10,-7.481,0,0.077,0.519,,0.177,0.687,160.021,204000,4
Death From Above 1979,One + One,34,0.508,0.797,5,-8.07,1,0.123,0.000457,,0.095,0.516,149.969,226296,4
Larkin Poe,Holy Ghost Fire,67,0.522,0.811,1,-5.343,0,0.0372,0.0263,,0.299,0.466,92.889,202917,4
Mott The Hoople,All the Young Dudes,33,0.429,0.668,10,-7.539,0,0.044,0.208,,0.538,0.398,77.737,211067,4
Manna Dey,Ae Bhai Zara Dekh Ke Chalo,71,0.429,0.835,1,-8.69,0,0.166,0.655,,0.192,0.417,86.227,6.03445,4
America,A Horse with No Name,42,0.654,0.506,4,-17.18,0,0.0535,0.686,,0.155,0.831,123.179,252240,4
Royal Blood,Oblivion,72,0.642,0.823,11,-3.68,0,0.0612,0.000281,,0.216,0.826,112.005,161253,4
Topaz Jones,Herringbone,37,0.667,0.844,7,-5.415,1,0.238,0.0337,,0.102,0.519,107.888,164943,4
Sepultura,Roots Bloody Roots,86,0.428,0.874,6,-6.664,0,0.128,0.000337,,0.311,0.261,119.708,212253,4
Japandroids,North East South West,44,0.167,0.953,3,-2.919,1,0.0694,0.0472,,0.0941,0.46,145.06,260867,4
Okolo Poludnya,Gulyat,13,0.641,0.924,1,-5.976,1,0.2,0.012,,0.266,0.57,140.004,326143,4
TaTTu,Indian Tales - Love Is in the Rain,52,0.519,0.542,11,-7.99,1,0.0481,0.491,,0.355,0.162,140.09,4.114283333,4
CSS,"Music Is My Hot, Hot Sex",59,0.741,0.717,11,-5.578,0,0.0446,0.016,,0.0607,0.899,100.011,187027,4
Bruce Springsteen,Tougher Than the Rest,57,0.6,0.514,1,-11.178,1,0.0249,0.2,,0.107,0.603,98.957,4.56445,4
Reignwolf,Over & Over,48,0.476,0.861,2,-7.358,0,0.5,0.0169,,0.237,0.0861,95.231,209029,4
Bullet For My Valentine,Waking the Demon,50,0.306,0.995,1,-3.203,1,0.1,2.98E-05,,0.254,0.135,127.908,247693,4
The Jam,The Eton Rifles - Single Edit,65,0.424,0.873,9,-6.13,0,0.0434,0.00451,,0.109,0.82,157.403,208041,4
HOKO,Big Mistake,62,0.572,0.697,1,-6.352,1,0.269,0.00083,,0.0752,0.446,183.82,152413,4
Psychic 恋人,シーサイド Passion,51,0.535,0.604,10,-14.528,1,0.0472,0.0746,,0.162,0.297,88.893,357408,4
Ravid Plotnik,ממשלה זה פשע מאורגן (נצ'י נצ'),38,0.475,0.499,2,-7.569,0,0.0681,0.279,,0.453,0.338,109.689,209853,1
Megadeth,A Tout Le Monde - Remastered 2004,59,0.272,0.747,5,-4.86,0,0.0401,0.000393,,0.16,0.255,202.777,262133,4
L.A. Rats,I’ve Been Everywhere,47,0.618,0.966,11,-4.832,1,0.0679,0.000528,,0.674,0.55,112.019,239681,4
Underwing,We Lie Awake,49,0.277,0.881,8,-5.086,0,0.0492,5.34E-05,,0.0943,0.389,103.489,342500,3
Khary,"Goodbye, Summer",41,0.795,0.653,2,-5.756,1,0.0965,0.209,,0.325,0.84,140.044,194571,4
Eyal Golan,מיליון או דולר,35,0.677,0.881,1,-4.209,0,0.0272,0.271,,0.342,0.909,108.986,237600,4
Jeremiah Fraites,Arrival,47,0.467,0.117,11,-24.746,0,0.0345,0.977,,0.0947,0.199,126.188,273707,4
WILLOW,Time Machine,58,0.612,0.529,7,-6.076,1,0.042,0.439,,0.132,0.407,81.474,143640,3
Elvis Presley,Heartbreak Hotel,47,0.696,0.21,8,-11.922,1,0.067,0.84,,0.107,0.717,93.543,2.126,4
DMX,Slippin',31,0.475,0.576,6,-8.061,0,0.397,0.0421,,0.933,0.555,87.33,305467,4
Zehava Ben,אהבה אסורה,35,0.418,0.553,11,-5.395,0,0.0362,0.412,,0.154,0.238,80.857,241707,4
Two Friends,This Will Be My Year,24,0.498,0.745,2,-4.231,1,0.0388,0.2,,0.338,0.504,75.974,180618,4
Cajun Dance Party,Amylase,48,0.105,0.947,6,-1.767,1,0.0806,0.00061,,0.0911,0.339,160.817,221507,4
Hellripper,Beyond the Convent Walls,48,0.213,0.997,7,-2.812,1,0.254,0.000205,,0.0648,0.0375,97.048,269487,4
Ozzy Osbourne,Crazy Train,54,0.454,0.913,5,-4.008,1,0.107,0.408,,0.248,0.521,137.688,293183,4
Beck,Blue Moon,15,0.685,0.645,2,-6.73,1,0.0256,0.182,,0.138,0.461,119.936,242347,4
Jesse Roper,The Hurricane's Eye,35,0.357,0.658,9,-8.197,1,0.0621,0.0078,,0.132,0.227,164.221,215912,4
The OBGMs,Outsah,36,0.46,0.949,1,-5.59,1,0.084,0.00141,,0.234,0.214,146.051,113752,4
Brandon Flowers,Only The Young,38,0.616,0.549,11,-7.489,0,0.0254,0.313,,0.13,0.179,92.378,258533,4
Zehava Ben,אולי בעולם אחר,71,0.599,0.434,2,-6.897,0,0.035,0.473,,0.447,0.156,129.855,213000,4
Grand Wizard Theodore,Subway Theme,54,0.829,0.852,2,-4.655,1,0.346,0.351,,0.324,0.713,103.127,173307,4
Hayd,Closure,24,0.696,0.106,6,-16.185,1,0.0458,0.967,,0.292,0.35,124.168,196277,4
Chad VanGaalen,Starlight,70,0.516,0.733,2,-5.575,0,0.0337,0.155,,0.294,0.139,113.213,239804,4
Gun,Better Days,25,0.494,0.656,8,-8.672,1,0.138,0.505,,0.371,0.331,86.154,232013,4
Robert Cray,This Man,67,0.759,0.852,6,-6.535,0,0.0448,0.774,,0.0917,0.889,80.619,306533,4
Band of Horses,No One's Gonna Love You,37,0.313,0.894,9,-3.579,1,0.0294,0.122,,0.0925,0.363,149.044,217333,4
Brandon Jack & The Artifacts,four days,17,0.516,0.948,6,-3.994,1,0.0644,0.0279,,0.15,0.957,170.087,130329,4
Talking Heads,Psycho Killer - 2005 Remaster,58,0.721,0.521,2,-8.123,1,0.0613,0.0708,,0.127,0.942,123.118,261413,4
Lomelda,Wonder,46,0.505,0.497,9,-8.672,1,0.0259,0.142,,0.0944,0.693,77.503,131630,3
Big Walter Horton,Have A Good Time,52,0.642,0.599,5,-14.734,0,0.277,0.0146,,0.164,0.889,155.9,228533,4
Queen,The Miracle - Remastered 2011,62,0.704,0.792,2,-6.94,1,0.0422,0.188,,0.328,0.563,119.994,237680,4
Fibre,Here's to You,71,0.674,0.843,5,-7.247,1,0.198,0.347,,0.289,0.468,120.976,188926,4
Olivia Lunny,Bedsheets,63,0.531,0.387,6,-12.846,1,0.0408,0.164,,0.106,0.369,98.021,174333,1
Luke Bryan,Play It Again,50,0.506,0.886,8,-3.225,1,0.0655,0.0916,,0.0734,0.595,143.935,3.781116667,4
Backstreet Boys,No One Else Comes Close,62,0.721,0.408,3,-10.998,1,0.0275,0.115,,0.137,0.171,113.122,3.73,4
Molchat Doma,Не Смешно / Ne Smeshno,40,0.632,0.786,5,-9.329,0,0.0578,0.117,,0.127,0.551,123.002,232120,4
Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),31,0.527,0.79,2,-6.268,1,0.0788,0.016,,0.37,0.236,153.034,177059,3
Tunde Jegede,Duga,62,0.45,0.0574,9,-23.568,0,0.039,0.972,,0.0775,0.281,109.197,2.601466667,4
The Strokes,Someday,51,0.542,0.531,5,-7.481,1,0.0301,0.0033,,0.338,0.671,105.97,183391,4
Pinkshinyultrablast,Dance AM,30,0.556,0.607,7,-8.302,1,0.0456,0.000542,,0.0781,0.283,89.957,272498,4
Janis Joplin,Me and Bobby McGee,3,0.43,0.463,3,-10.96,1,0.0442,0.303,,0.152,0.66,93.405,4.52221667,4
3xbravo,Channel 2 (feat. Slimelife Shawty),31,0.797,0.378,2,-11.692,0,0.508,0.201,,0.135,0.362,87.912,199158,4
MGMT,Time to Pretend,47,0.438,0.94,4,-3.249,1,0.0452,8.74E-05,,0.3,0.421,100.99,261000,3
"Udit Narayan, Sadhana Sargam",Humne Ghar Chhoda Hai,36,0.377,0.671,4,-11.217,0,0.0564,0.793,,0.44,0.442,98.968,6.28445,4
"Trippie Redd, Playboi Carti",Miss The Rage (feat. Playboi Carti),35,0.584,0.859,8,-5.616,1,0.121,0.0144,,0.847,0.369,77.005,3.94805,4
The Mars Volta,Roulette Dares (The Haunt Of) - Unfinished Original Recordings Of De-Loused In The Comatorium,54,0.156,0.947,9,-3.837,0,0.207,0.000445,,0.246,0.19,172.862,397982,3
Ronnie Baker Brooks,Come On Up (feat. Felix Cavaliere & Lee Roy Parnell),37,0.543,0.946,9,-4.454,0,0.13,0.00963,,0.0665,0.556,143.596,233560,4
Vagabon,Water Me Down,46,0.792,0.723,2,-9.673,0,0.0469,0.361,,0.103,0.19,115.425,272230,4
BENEE,Kool,57,0.911,0.811,4,-3.637,1,0.0509,0.00492,,0.209,0.97,119.054,168737,4
Tay Money,Bussin 2.0 (with Saweetie),26,0.859,0.714,4,-4.502,1,0.267,0.186,,0.0826,0.92,73.964,136509,4
The Used,"Paradise Lost, a poem by John Milton",43,0.521,0.961,11,-3.277,1,0.129,0.00581,,0.042,0.365,134.973,167920,4
Yola,Goodbye Yellow Brick Road,49,0.273,0.438,3,-5.234,1,0.0326,0.501,,0.0997,0.336,58.789,3.40195,4
Tears For Fears,Mad World,79,0.647,0.896,8,-5.949,1,0.0509,0.0709,,0.0614,0.953,118.729,215400,4
Coldplay,Higher Power - Acoustic Version,39,0.525,0.649,5,-7.483,1,0.027,0.536,,0.322,0.597,89.013,3.5738,4
Staind,It's Been Awhile - Acoustic,66,0.64,0.54,6,-7.561,0,0.0262,0.112,,0.165,0.0621,113.835,270773,4
The Revelries,Cliché Love,49,0.599,0.702,7,-6.387,1,0.0601,0.000366,,0.114,0.806,126.051,164784,4
Lil Jon & The East Side Boyz,What U Gon' Do,53,0.838,0.724,7,-6.9,0,0.242,7.68E-05,,0.162,0.537,150.192,320187,4
The Replacements,I Will Dare,37,0.456,0.857,5,-5.854,1,0.0833,0.00157,,0.333,0.559,167.709,197427,4
Kayzo,Breakdown,50,0.447,0.988,2,-0.846,1,0.446,0.0164,,0.0727,0.113,179.968,249333,4
Ana Popovic,She Was a Doorman,46,0.431,0.892,3,-4.103,1,0.114,0.0768,,0.211,0.844,185.965,243200,4
Bereft of the Myth,"Thad Kopec, Josh Gilligan, Allison Young",45,0.746,0.507,5,-15.092,1,0.0324,0.134,,0.153,0.485,115.002,2.911333333,4
"Asha Bhosle, Vinod Rathod",Kitaben Bahut Si,34,0.619,0.721,4,-7.53,0,0.0696,0.423,,0.0587,0.808,97.32,6.489783333,4
McCoy Tyner,When Sunny Gets Blue,78,0.427,0.114,10,-22.546,0,0.0509,0.843,,0.0966,0.114,60.484,4.705333333,4
Derek Minor,Fair,24,0.656,0.678,2,-8.716,0,0.271,0.0216,,0.148,0.723,152.15,157826,4
Flowdan,Come From,32,0.588,0.598,1,-9.455,1,0.295,0.303,,0.111,0.344,130.027,162000,4
Giant Rooks,Misinterpretations,56,0.53,0.869,10,-3.542,0,0.0425,0.0199,,0.13,0.531,153.059,292733,4
Bobby Lee Trammell,Shirley Lee,62,0.639,0.849,4,-6.595,1,0.0442,0.675,,0.0999,0.971,105.922,107800,4
Eden Hason,ציפור מדבר,28,0.732,0.697,1,-6.532,0,0.0431,0.172,,0.12,0.353,113.98,231842,4
Las Tres Abejas,Southern Wind,60,0.492,0.263,2,-10.575,1,0.0619,0.984,,0.112,0.187,150.296,3.333333333,4
Buck Owens,My Heart Skips A Beat,45,0.609,0.569,8,-6.359,1,0.0371,0.285,,0.0586,0.787,86.583,2.472,4
Submarine in Space,Take Off,46,0.446,0.527,9,-10.411,0,0.0307,0.483,,0.059,0.258,82.858,461311,4
Trouble so Hard,Amythyst Kiah & Her Chest of Glass,44,0.42,0.462,6,-7.422,1,0.0276,0.0669,,0.109,0.129,156.07,6.042133333,4
Hanan Ben Ari,רגע,51,0.563,0.799,5,-6.535,1,0.0527,0.0858,,0.139,0.547,124.892,197055,4
Amon Düül II,Archangel Thunderbird,63,0.475,0.446,9,-12.636,1,0.0376,0.0074,,0.558,0.414,115.731,213400,4
The White Stripes,Fell in Love with a Girl,24,0.323,0.982,7,-1.742,0,0.113,0.706,,0.853,0.365,95.517,110093,4
Free,Wishing Well,51,0.498,0.72,7,-10.533,0,0.0674,0.14,,0.38,0.576,121.892,220147,4
Shimi Tavori,לילה בלי כוכב,83,0.54,0.417,7,-12.281,1,0.0293,0.665,,0.112,0.543,98.841,227200,4
Kygo,Born To Be Yours,59,0.688,0.688,3,-5.84,1,0.0357,0.3,,0.0982,0.451,114.011,193321,4
Mörk Gryning,Existence in a Dream,45,0.348,0.949,8,-8.801,1,0.0677,2.06E-06,,0.0955,0.079,94.944,192283,3
Little Big Town,Pontoon,61,0.721,0.819,8,-5.715,1,0.0269,0.413,,0.196,0.867,96.02,3.538666667,4
Wabisabi,Level Up,49,0.774,0.665,6,-3.7,0,0.0684,0.0262,,0.549,0.63,124.986,167040,4
North Mississippi Allstars,Shake 'Em On Down,58,0.676,0.869,9,-7.771,1,0.0864,0.0112,,0.213,0.698,123.586,248960,4
CHIKA,FWB,75,0.716,0.437,4,-7.128,1,0.426,0.48,,0.398,0.519,146.042,202840,4
Intervals,String Theory,27,0.441,0.964,8,-5.51,1,0.119,0.00021,,0.407,0.472,179.958,296547,3
Stevie Ray Vaughan,Riviera Paradise,60,0.526,0.214,9,-18.89,0,0.0358,0.754,,0.334,0.203,116.743,528600,4
Cuco,Forevermore,27,0.711,0.604,4,-7.376,1,0.0331,0.719,,0.134,0.44,75.036,174622,4
Jeremy Zucker,18,37,0.787,0.585,5,-5.384,1,0.0474,0.0319,,0.109,0.591,113.991,2.50025,4
Radiohead,Just,57,0.291,0.767,10,-6.913,0,0.0862,0.000401,,0.0763,0.359,175.702,234800,4
Evanescence,The Game Is Over,54,0.377,0.874,3,-5.266,0,0.0766,4.63E-05,,0.0888,0.3,192.994,262072,4
Coldplay,See You Soon,47,0.369,0.295,8,-12.779,1,0.0351,0.657,,0.107,0.211,92.226,171373,4
Tamaryn,Love Fade,34,0.427,0.912,1,-4.594,1,0.0445,0.12,,0.357,0.188,117.954,220760,4
Icon of Sin,Icon of Sin,54,0.414,0.957,7,-7.654,0,0.078,0.023,,0.226,0.399,185.129,347742,4
Westlife,Something Right,78,0.492,0.738,2,-3.85,1,0.0499,0.158,,0.129,0.512,94.132,3.211783333,4
The Who,Pinball Wizard,50,0.543,0.715,5,-8.89,1,0.0356,0.0192,,0.256,0.468,124.011,3.01571667,4
Aldous Harding,The Barrel,48,0.732,0.408,6,-8.475,1,0.036,0.747,,0.069,0.663,87.015,299440,4
ERRA,House of Glass,25,0.509,0.993,10,-3.578,1,0.178,1.01E-05,,0.829,0.457,130.014,260383,4
Whitney Houston,I'm Every Woman - Live from The Concert for a New South Africa,37,0.422,0.932,6,-5.643,0,0.131,0.00379,,0.914,0.446,119.254,3.916883333,4
"Lata Mangeshkar, C. Ramchandra",Teri Yaad Ne Mara,34,0.712,0.362,9,-9.697,1,0.372,0.675,,0.0924,0.962,131.098,3.760766667,4
Hey! Douglas,Eşkıya,42,0.722,0.716,5,-7.977,1,0.0439,0.399,,0.0762,0.536,99.98,259225,3
Das EFX,Mic Checka,57,0.72,0.626,9,-13.758,1,0.363,0.0636,,0.114,0.519,92.224,295373,4
Conway Twitty,You've Never Been This Far Before,45,0.469,0.235,10,-14.399,1,0.0336,0.694,,0.0962,0.52,138.522,3.032216667,4
Tygers Of Pan Tang,Keeping Me Alive,12,0.542,0.869,9,-5.444,0,0.0445,0.000212,,0.0742,0.173,80.011,328067,4
Gengahr,Heavenly Maybe,16,0.655,0.744,8,-6.668,1,0.0368,0.00864,,0.301,0.902,109.991,206960,4
Aerosmith,Permanent Vacation,64,0.516,0.971,2,-4.619,1,0.063,0.0536,,0.37,0.805,134.662,289067,4
Altin Gün,Maçka Yolları,53,0.765,0.579,4,-9.454,1,0.0606,0.0751,,0.0697,0.943,120.032,220910,4
Ryan Beatty,Evergreen,28,0.586,0.563,2,-8.366,1,0.054,0.25,,0.113,0.283,82.791,224347,4
Marina Maximilian,1990,52,0.331,0.632,7,-8.669,0,0.0489,0.453,,0.0773,0.35,81.887,234516,4
The Dox Band,That Beatnik Jive,49,0.705,0.245,2,-15.541,0,0.0379,0.869,,0.111,0.319,118.12,3.317283333,4
Sports Team,Happy (God's Own Country),39,0.464,0.919,10,-2.497,1,0.111,0.00315,,0.154,0.703,167.865,151588,4
